BioSample	Environmental_Category
SAMEA5536069	Soil
SAMEA5536068	Soil
SAMEA5536067	Soil
SAMEA5536066	Soil
SAMEA5536065	Soil
SAMEA5536064	Soil
SAMEA5536063	Soil
SAMEA5536062	Soil
SAMEA5536061	Soil
SAMEA5536060	Soil
SAMEA5536059	Soil
SAMEA5536058	Soil
SAMEA5536057	Soil
SAMEA5536056	Soil
SAMEA5536055	Soil
SAMEA5536054	Soil
SAMEA5536053	Soil
SAMEA5536052	Soil
SAMEA5536051	Soil
SAMEA5536050	Soil
SAMEA5536049	Soil
SAMEA5536048	Soil
SAMEA5536047	Soil
SAMEA5536046	Soil
SAMEA5536045	Soil
SAMEA5536044	Soil
SAMEA5536043	Soil
SAMEA5536042	Soil
SAMEA5536041	Soil
SAMEA5536040	Soil
SAMEA5536039	Soil
SAMEA5536038	Soil
SAMEA5536037	Soil
SAMEA5536036	Soil
SAMEA5536035	Soil
SAMEA5536034	Soil
SAMEA5536033	Soil
SAMEA5536032	Soil
SAMEA5536031	Soil
SAMEA5536030	Soil
SAMEA5536029	Soil
SAMEA5536028	Soil
SAMEA5536027	Soil
SAMEA5536026	Soil
SAMEA5536025	Soil
SAMEA5536024	Soil
SAMEA5536023	Soil
SAMEA5536022	Soil
SAMEA5536021	Soil
SAMEA5536020	Soil
SAMEA5536019	Soil
SAMEA5536018	Soil
SAMEA5536017	Soil
SAMEA5536016	Soil
SAMEA5536015	Soil
SAMEA5536014	Soil
SAMEA5536013	Soil
SAMEA5536012	Soil
SAMEA5536011	Soil
SAMEA5536010	Soil
SAMEA5536009	Soil
SAMEA5536008	Soil
SAMEA5536007	Soil
SAMEA5536006	Soil
SAMEA5536005	Soil
SAMEA5536004	Soil
SAMEA5536003	Soil
SAMEA5536002	Soil
SAMEA5536001	Soil
SAMEA5536000	Soil
SAMEA5535999	Soil
SAMEA5535998	Soil
SAMEA5535997	Soil
SAMEA5535996	Soil
SAMEA5535995	Soil
SAMEA5535994	Soil
SAMEA5535993	Soil
SAMEA5535992	Soil
SAMEA5535991	Soil
SAMEA5535990	Soil
SAMEA5535989	Soil
SAMEA5535988	Soil
SAMEA5535987	Soil
SAMEA5535986	Soil
SAMEA5535985	Soil
SAMEA5535984	Soil
SAMEA5535983	Soil
SAMEA5535982	Soil
SAMEA5535981	Soil
SAMEA5535980	Soil
SAMEA5535979	Soil
SAMEA5535978	Soil
SAMEA5535977	Soil
SAMEA5535976	Soil
SAMEA5535975	Soil
SAMEA5535974	Soil
SAMEA5535973	Soil
SAMEA5535972	Soil
SAMEA5535971	Soil
SAMEA5535970	Soil
SAMEA5535969	Soil
SAMEA5535968	Soil
SAMEA5535967	Soil
SAMEA5535966	Soil
SAMEA5535965	Soil
SAMEA5535964	Soil
SAMEA5535963	Soil
SAMEA5535962	Soil
SAMEA5535961	Soil
SAMEA5535960	Soil
SAMEA5535959	Soil
SAMEA5535958	Soil
SAMEA5535957	Soil
SAMEA5535956	Soil
SAMEA5535955	Soil
SAMEA5535954	Soil
SAMEA5535953	Soil
SAMEA5535952	Soil
SAMEA5535951	Soil
SAMEA5535950	Soil
SAMEA5535949	Soil
SAMEA5535948	Soil
SAMEA5535947	Soil
SAMEA5535946	Soil
SAMEA5535945	Soil
SAMEA5535944	Soil
SAMEA5535943	Soil
SAMEA5535942	Soil
SAMEA5535941	Soil
SAMEA5535940	Soil
SAMEA5535939	Soil
SAMEA5535938	Soil
SAMEA5535937	Soil
SAMEA5535936	Soil
SAMEA5535935	Soil
SAMEA5535934	Soil
SAMEA5535933	Soil
SAMEA5535932	Soil
SAMEA5535931	Soil
SAMEA5535930	Soil
SAMEA5535929	Soil
SAMEA5535928	Soil
SAMEA5535927	Soil
SAMEA5535926	Soil
SAMEA5535925	Soil
SAMEA5535924	Soil
SAMEA5535923	Soil
SAMEA5535922	Soil
SAMEA5535921	Soil
SAMEA5535920	Soil
SAMEA5535919	Soil
SAMEA5535918	Soil
SAMEA5535917	Soil
SAMEA5535916	Soil
SAMEA5535915	Soil
SAMEA5535914	Soil
SAMEA5535913	Soil
SAMEA5535912	Soil
SAMEA5535911	Soil
SAMEA5535910	Soil
SAMEA5535909	Soil
SAMEA5535908	Soil
SAMEA5535907	Soil
SAMEA5535906	Soil
SAMEA5535905	Soil
SAMEA5535904	Soil
SAMEA5535903	Soil
SAMEA5535902	Soil
SAMEA5535901	Soil
SAMEA5535900	Soil
SAMEA5535899	Soil
SAMEA5535898	Soil
SAMEA5535897	Soil
SAMEA5535896	Soil
SAMEA5535895	Soil
SAMEA5535894	Soil
SAMEA5535893	Soil
SAMEA5535892	Soil
SAMEA5535891	Soil
SAMEA5535890	Soil
SAMEA5535889	Soil
SAMEA5535888	Soil
SAMEA5535887	Soil
SAMEA5535886	Soil
SAMEA5535885	Soil
SAMEA5535884	Soil
SAMEA5535883	Soil
SAMEA5535882	Soil
SAMEA5535881	Soil
SAMEA5535880	Soil
SAMEA5535879	Soil
SAMEA5535878	Soil
SAMEA5535877	Soil
SAMEA5535876	Soil
SAMEA5535875	Soil
SAMEA5535874	Soil
SAMEA5535873	Soil
SAMEA5535872	Soil
SAMEA5535871	Soil
SAMEA5535870	Soil
SAMEA5535869	Soil
SAMEA5535868	Soil
SAMEA5535867	Soil
SAMEA5535866	Soil
SAMEA5535865	Soil
SAMEA5535864	Soil
SAMEA5535863	Soil
SAMEA5535862	Soil
SAMEA5535861	Soil
SAMEA5535860	Soil
SAMEA5535859	Soil
SAMEA5535858	Soil
SAMEA5535857	Soil
SAMEA5535856	Soil
SAMEA5535855	Soil
SAMEA5535854	Soil
SAMEA5535853	Soil
SAMEA5535852	Soil
SAMEA5535851	Soil
SAMEA5535850	Soil
SAMEA5535849	Soil
SAMEA5535848	Soil
SAMEA5535847	Soil
SAMEA5535846	Soil
SAMEA5535845	Soil
SAMEA5535844	Soil
SAMEA5535843	Soil
SAMEA5535842	Soil
SAMEA5535841	Soil
SAMEA5535840	Soil
SAMEA5535839	Soil
SAMEA5535838	Soil
SAMEA5535837	Soil
SAMEA5535836	Soil
SAMEA5535835	Soil
SAMEA5535834	Soil
SAMEA5535833	Soil
SAMEA5535832	Soil
SAMEA5535831	Soil
SAMEA5535830	Soil
SAMEA5535829	Soil
SAMEA5535828	Soil
SAMEA5535827	Soil
SAMEA5535826	Soil
SAMEA5535825	Soil
SAMEA5535824	Soil
SAMEA5535823	Soil
SAMEA5535822	Soil
SAMEA5535821	Soil
SAMEA5535820	Soil
SAMEA5535819	Soil
SAMEA5535818	Soil
SAMEA5535817	Soil
SAMEA5535816	Soil
SAMEA5535815	Soil
SAMEA5535814	Soil
SAMEA5535813	Soil
SAMEA5535812	Soil
SAMEA5535811	Soil
SAMEA5535810	Soil
SAMEA5535809	Soil
SAMEA5535808	Soil
SAMEA5535807	Soil
SAMEA5535806	Soil
SAMEA5535805	Soil
SAMEA5535804	Soil
SAMEA5535803	Soil
SAMEA5535802	Soil
SAMEA5535801	Soil
SAMEA5535800	Soil
SAMEA5535799	Soil
SAMEA5535798	Soil
SAMEA5535797	Soil
SAMEA5535796	Soil
SAMEA5535795	Soil
SAMEA5535794	Soil
SAMEA5535793	Soil
SAMEA5535792	Soil
SAMEA5535791	Soil
SAMEA5535790	Soil
SAMEA5535789	Soil
SAMEA5535788	Soil
SAMEA5535787	Soil
SAMEA5535786	Soil
SAMEA5535785	Soil
SAMEA5535784	Soil
SAMEA5535783	Soil
SAMEA5535782	Soil
SAMEA5535781	Soil
SAMEA5535780	Soil
SAMEA5535779	Soil
SAMEA5535778	Soil
SAMEA5535777	Soil
SAMEA5535776	Soil
SAMEA5535775	Soil
SAMEA5535774	Soil
SAMEA5535773	Soil
SAMEA5535772	Soil
SAMEA5535771	Soil
SAMEA5535770	Soil
SAMEA5535769	Soil
SAMEA5535768	Soil
SAMEA5535767	Soil
SAMEA5535766	Soil
SAMEA5535765	Soil
SAMEA5535764	Soil
SAMEA5535763	Soil
SAMEA5535762	Soil
SAMEA5535761	Soil
SAMEA5535760	Soil
SAMEA5535759	Soil
SAMEA5535758	Soil
SAMEA5535757	Soil
SAMEA5535756	Soil
SAMEA5535755	Soil
SAMEA5936283	Soil
SAMEA5936282	Soil
SAMEA5936281	Soil
SAMEA5936280	Soil
SAMEA5936279	Soil
SAMEA5936278	Soil
SAMEA5936277	Soil
SAMEA5936276	Soil
SAMEA5936275	Soil
SAMEA5936274	Soil
SAMEA5936273	Soil
SAMEA5936272	Soil
SAMEA5936271	Soil
SAMEA5936270	Soil
SAMEA5936269	Soil
SAMEA5936268	Soil
SAMEA5936267	Soil
SAMEA5936266	Soil
SAMEA5936229	Soil
SAMEA5936228	Soil
SAMEA5936227	Soil
SAMEA5936226	Soil
SAMEA5936225	Soil
SAMEA5936224	Soil
SAMEA5936223	Soil
SAMEA5936222	Soil
SAMEA5936221	Soil
SAMEA5936220	Soil
SAMEA5936219	Soil
SAMEA5936218	Soil
SAMEA5936217	Soil
SAMEA5936216	Soil
SAMEA5936215	Soil
SAMEA5936214	Soil
SAMEA5936213	Soil
SAMEA5936212	Soil
SAMEA5936211	Soil
SAMEA5936210	Soil
SAMEA5936209	Soil
SAMEA5936208	Soil
SAMEA5936207	Soil
SAMEA5936206	Soil
SAMEA5936205	Soil
SAMEA5936204	Soil
SAMEA5936203	Soil
SAMEA5936202	Soil
SAMEA5936201	Soil
SAMEA5936200	Soil
SAMEA5936199	Soil
SAMEA5936198	Soil
SAMEA5936197	Soil
SAMEA5936196	Soil
SAMEA5936195	Soil
SAMEA5936194	Soil
SAMEA5745938	Soil
SAMEA5745937	Soil
SAMEA5745936	Soil
SAMEA5745935	Soil
SAMEA5745934	Soil
SAMEA5745933	Soil
SAMEA5745932	Soil
SAMEA5745931	Soil
SAMEA5745930	Soil
SAMEA5745929	Soil
SAMEA5745928	Soil
SAMEA5745927	Soil
SAMEA5745926	Soil
SAMEA5745925	Soil
SAMEA5745924	Soil
SAMEA5745923	Soil
SAMEA5745922	Soil
SAMEA5745921	Soil
SAMEA5745920	Soil
SAMEA5745919	Soil
SAMEA5745918	Soil
SAMEA5745917	Soil
SAMEA5745916	Soil
SAMEA5745915	Soil
SAMEA5745914	Soil
SAMEA5745913	Soil
SAMEA5745912	Soil
SAMEA5745911	Soil
SAMEA5745910	Soil
SAMEA5745909	Soil
SAMEA5745908	Soil
SAMEA5745907	Soil
SAMEA5745906	Soil
SAMEA5745905	Soil
SAMEA5745904	Soil
SAMEA5745903	Soil
SAMEA5745902	Soil
SAMEA5745901	Soil
SAMEA5745900	Soil
SAMEA5745899	Soil
SAMEA5745898	Soil
SAMEA5745897	Soil
SAMEA5745896	Soil
SAMEA5745895	Soil
SAMEA5745894	Soil
SAMEA5745893	Soil
SAMEA5745892	Soil
SAMEA5745891	Soil
SAMEA5745890	Soil
SAMEA5745889	Soil
SAMEA5745888	Soil
SAMEA5745887	Soil
SAMEA5745886	Soil
SAMEA5745885	Soil
SAMEA5745884	Soil
SAMEA5745883	Soil
SAMEA5745882	Soil
SAMEA5745881	Soil
SAMEA5745880	Soil
SAMEA5745879	Soil
SAMEA5745878	Soil
SAMEA5745877	Soil
SAMEA5745876	Soil
SAMEA5745875	Soil
SAMEA5745874	Soil
SAMEA5745873	Soil
SAMEA5745872	Soil
SAMEA5745871	Soil
SAMEA5745870	Soil
SAMEA5745869	Soil
SAMEA5745868	Soil
SAMEA5745867	Soil
SAMEA5745866	Soil
SAMEA5745865	Soil
SAMEA5745864	Soil
SAMEA5745863	Soil
SAMEA5745862	Soil
SAMEA5745861	Soil
SAMEA5745860	Soil
SAMEA5745859	Soil
SAMEA5745858	Soil
SAMEA5745857	Soil
SAMEA5745856	Soil
SAMEA5745855	Soil
SAMEA5745854	Soil
SAMEA5745853	Soil
SAMEA5745852	Soil
SAMEA5745851	Soil
SAMEA5745850	Soil
SAMEA5745849	Soil
SAMEA5745848	Soil
SAMEA5745847	Soil
SAMEA5745846	Soil
SAMEA5745845	Soil
SAMEA5745844	Soil
SAMEA5745843	Soil
SAMEA5745842	Soil
SAMEA5745841	Soil
SAMEA5745840	Soil
SAMEA5745839	Soil
SAMEA5745838	Soil
SAMEA5745837	Soil
SAMEA5745836	Soil
SAMEA5745835	Soil
SAMEA5745834	Soil
SAMEA5745833	Soil
SAMEA5745832	Soil
SAMEA5745831	Soil
SAMEA5745830	Soil
SAMEA5745829	Soil
SAMEA5745828	Soil
SAMEA5745827	Soil
SAMEA5745826	Soil
SAMEA5745825	Soil
SAMEA5745824	Soil
SAMEA5745823	Soil
SAMEA5745822	Soil
SAMEA5745821	Soil
SAMEA5745820	Soil
SAMEA5745819	Soil
SAMEA5745818	Soil
SAMEA5745817	Soil
SAMEA5745816	Soil
SAMEA5745815	Soil
SAMEA5745814	Soil
SAMEA5745813	Soil
SAMEA5745812	Soil
SAMEA5745811	Soil
SAMEA5745810	Soil
SAMEA5745809	Soil
SAMEA5745808	Soil
SAMEA5745807	Soil
SAMEA5745806	Soil
SAMEA5745805	Soil
SAMEA5745804	Soil
SAMEA5745803	Soil
SAMEA5745802	Soil
SAMEA5745801	Soil
SAMEA1045459	Marine Environment
SAMEA1045458	Marine Environment
SAMEA1045457	Marine Environment
SAMEA1045456	Marine Environment
SAMEA1045455	Marine Environment
SAMEA1045454	Marine Environment
SAMEA1045453	Marine Environment
SAMEA1045452	Marine Environment
SAMEA1045451	Marine Environment
SAMEA1045450	Marine Environment
SAMEA1045449	Marine Environment
SAMEA1045448	Marine Environment
SAMEA1045447	Marine Environment
SAMEA1045446	Marine Environment
SAMEA1045445	Marine Environment
SAMEA1045444	Marine Environment
SAMEA1045443	Marine Environment
SAMEA1045442	Marine Environment
SAMEA1045441	Marine Environment
SAMEA1045440	Marine Environment
SAMEA1045439	Marine Environment
SAMEA1045438	Marine Environment
SAMEA1045437	Marine Environment
SAMEA1045436	Marine Environment
SAMEA1045435	Marine Environment
SAMEA1045434	Marine Environment
SAMEA1045433	Marine Environment
SAMEA1045432	Marine Environment
SAMEA1045431	Marine Environment
SAMEA1045430	Marine Environment
SAMEA1045429	Marine Environment
SAMEA1045428	Marine Environment
SAMEA1045427	Marine Environment
SAMEA1045426	Marine Environment
SAMEA1045425	Marine Environment
SAMEA1045424	Marine Environment
SAMEA1045423	Marine Environment
SAMEA1045422	Marine Environment
SAMEA1045421	Marine Environment
SAMEA1045420	Marine Environment
SAMEA1045419	Marine Environment
SAMEA1045418	Marine Environment
SAMEA1045417	Marine Environment
SAMEA1045416	Marine Environment
SAMEA1045415	Marine Environment
SAMEA1045414	Marine Environment
SAMEA1045413	Marine Environment
SAMEA1045412	Marine Environment
SAMEA5342178	Soil
SAMEA5342177	Soil
SAMEA5342176	Soil
SAMEA5342175	Soil
SAMEA5342174	Soil
SAMEA5342173	Soil
SAMEA5342172	Soil
SAMEA5342171	Soil
SAMEA5342170	Soil
SAMEA5342169	Soil
SAMEA5342168	Soil
SAMEA5342167	Soil
SAMEA5342166	Soil
SAMEA5342165	Soil
SAMEA5342164	Soil
SAMEA5342163	Soil
SAMEA5342162	Soil
SAMEA5342161	Soil
SAMEA5342160	Soil
SAMEA5342159	Soil
SAMEA5342158	Soil
SAMEA5342157	Soil
SAMEA5342156	Soil
SAMEA5342155	Soil
SAMEA5342154	Soil
SAMEA5342153	Soil
SAMEA5342152	Soil
SAMEA5342151	Soil
SAMEA5342150	Soil
SAMEA5342149	Soil
SAMEA5342148	Soil
SAMEA5342147	Soil
SAMEA5342146	Soil
SAMEA5342145	Soil
SAMEA5342144	Soil
SAMEA5342143	Soil
SAMEA5342142	Soil
SAMEA5342141	Soil
SAMEA5342140	Soil
SAMEA5342139	Soil
SAMEA5342138	Soil
SAMEA5342137	Soil
SAMEA5342136	Soil
SAMEA5342135	Soil
SAMEA5342134	Soil
SAMEA5342133	Soil
SAMEA5342132	Soil
SAMEA5342131	Soil
SAMEA5342130	Soil
SAMEA5342129	Soil
SAMEA5342128	Soil
SAMEA5342127	Soil
SAMEA5342126	Soil
SAMEA5342125	Soil
SAMEA5342124	Soil
SAMEA5342123	Soil
SAMEA5342122	Soil
SAMEA5342121	Soil
SAMEA5342120	Soil
SAMEA5342119	Soil
SAMEA5342118	Soil
SAMEA5342117	Soil
SAMEA5342116	Soil
SAMEA5342115	Soil
SAMEA5342114	Soil
SAMEA5342113	Soil
SAMEA5342112	Soil
SAMEA5342111	Soil
SAMEA5342110	Soil
SAMEA5342109	Soil
SAMEA5342108	Soil
SAMEA5342107	Soil
SAMEA5342106	Soil
SAMEA5342105	Soil
SAMEA5342104	Soil
SAMEA5342103	Soil
SAMEA5342102	Soil
SAMEA5342101	Soil
SAMEA5342100	Soil
SAMEA5342099	Soil
SAMEA5342098	Soil
SAMEA5342097	Soil
SAMEA5342096	Soil
SAMEA5342095	Soil
SAMEA5342094	Soil
SAMEA5342093	Soil
SAMEA5342092	Soil
SAMEA5342091	Soil
SAMEA5342090	Soil
SAMEA5342089	Soil
SAMEA5342088	Soil
SAMEA5342087	Soil
SAMEA5342086	Soil
SAMEA5342085	Soil
SAMEA5342084	Soil
SAMEA5342083	Soil
SAMEA5342082	Soil
SAMEA5342081	Soil
SAMEA5342080	Soil
SAMEA5342079	Soil
SAMEA5342078	Soil
SAMEA5342077	Soil
SAMEA5342076	Soil
SAMEA5342075	Soil
SAMEA5342074	Soil
SAMEA5342073	Soil
SAMEA5342072	Soil
SAMEA5342071	Soil
SAMEA5342070	Soil
SAMEA5342069	Soil
SAMEA5342068	Soil
SAMEA5342067	Soil
SAMEA5342066	Soil
SAMEA5342065	Soil
SAMEA5342064	Soil
SAMEA5342063	Soil
SAMEA5342062	Soil
SAMEA5342061	Soil
SAMEA5342060	Soil
SAMEA5342059	Soil
SAMEA5342058	Soil
SAMEA5342057	Soil
SAMEA5342056	Soil
SAMEA5342055	Soil
SAMEA5342054	Soil
SAMEA5342053	Soil
SAMEA5342052	Soil
SAMEA5342051	Soil
SAMEA5342050	Soil
SAMEA5342049	Soil
SAMEA5342048	Soil
SAMEA5342047	Soil
SAMEA5342046	Soil
SAMEA5342045	Soil
SAMEA5342044	Soil
SAMEA5342043	Soil
SAMEA5342042	Soil
SAMEA5342041	Soil
SAMEA5342040	Soil
SAMEA5342039	Soil
SAMEA5342038	Soil
SAMEA5342037	Soil
SAMEA5342036	Soil
SAMEA5342035	Soil
SAMEA5342034	Soil
SAMEA5342033	Soil
SAMEA5342032	Soil
SAMEA5342031	Soil
SAMEA5342030	Soil
SAMEA5342029	Soil
SAMEA5342028	Soil
SAMEA5342027	Soil
SAMEA5342026	Soil
SAMEA5342025	Soil
SAMEA5342024	Soil
SAMEA5342023	Soil
SAMEA5342022	Soil
SAMEA5342021	Soil
SAMEA5342020	Soil
SAMEA5342019	Soil
SAMEA5342018	Soil
SAMEA5342017	Soil
SAMEA5342016	Soil
SAMEA5342015	Soil
SAMEA5342014	Soil
SAMEA5342013	Soil
SAMEA5342012	Soil
SAMEA5342011	Soil
SAMEA5342010	Soil
SAMEA5342009	Soil
SAMEA5342008	Soil
SAMEA5342007	Soil
SAMEA5342006	Soil
SAMEA5342005	Soil
SAMEA5342004	Soil
SAMEA5342003	Soil
SAMEA5342002	Soil
SAMEA5342001	Soil
SAMEA5342000	Soil
SAMEA5341999	Soil
SAMEA5341998	Soil
SAMEA5341997	Soil
SAMEA5341996	Soil
SAMEA5341995	Soil
SAMEA5341994	Soil
SAMEA5341993	Soil
SAMEA5341992	Soil
SAMEA5341991	Soil
SAMEA5341990	Soil
SAMEA5341989	Soil
SAMEA5341988	Soil
SAMEA5341987	Soil
SAMEA5341986	Soil
SAMEA5341985	Soil
SAMEA5341984	Soil
SAMEA5341983	Soil
SAMEA5341982	Soil
SAMEA5341981	Soil
SAMEA5341980	Soil
SAMEA5341979	Soil
SAMEA5341978	Soil
SAMEA5341977	Soil
SAMEA5341976	Soil
SAMEA5341975	Soil
SAMEA5341974	Soil
SAMEA5341973	Soil
SAMEA5341972	Soil
SAMEA5341971	Soil
SAMEA5341970	Soil
SAMEA5341969	Soil
SAMEA5341968	Soil
SAMEA5341967	Soil
SAMEA5341966	Soil
SAMEA5341965	Soil
SAMEA5341964	Soil
SAMEA5341963	Soil
SAMEA5341962	Soil
SAMEA5341961	Soil
SAMEA5341960	Soil
SAMEA5341959	Soil
SAMEA5341958	Soil
SAMEA5341957	Soil
SAMEA5341956	Soil
SAMEA5145598	Marine Environment
SAMEA5145597	Marine Environment
SAMEA5145591	Marine Environment
SAMEA5145578	Marine Environment
SAMEA5145571	Marine Environment
SAMEA5145565	Marine Environment
SAMEA5145564	Marine Environment
SAMEA5145562	Marine Environment
SAMEA5145560	Marine Environment
SAMEA5145554	Marine Environment
SAMEA5145547	Marine Environment
SAMEA5145546	Marine Environment
SAMEA5145600	Marine Environment
SAMEA5145599	Marine Environment
SAMEA5145596	Marine Environment
SAMEA5145595	Marine Environment
SAMEA5145594	Marine Environment
SAMEA5145593	Marine Environment
SAMEA5145592	Marine Environment
SAMEA5145590	Marine Environment
SAMEA5145589	Marine Environment
SAMEA5145588	Marine Environment
SAMEA5145587	Marine Environment
SAMEA5145586	Marine Environment
SAMEA5145585	Marine Environment
SAMEA5145584	Marine Environment
SAMEA5145583	Marine Environment
SAMEA5145582	Marine Environment
SAMEA5145581	Marine Environment
SAMEA5145580	Marine Environment
SAMEA5145579	Marine Environment
SAMEA5145577	Marine Environment
SAMEA5145576	Marine Environment
SAMEA5145575	Marine Environment
SAMEA5145574	Marine Environment
SAMEA5145573	Marine Environment
SAMEA5145572	Marine Environment
SAMEA5145570	Marine Environment
SAMEA5145569	Marine Environment
SAMEA5145568	Marine Environment
SAMEA5145567	Marine Environment
SAMEA5145566	Marine Environment
SAMEA5145563	Marine Environment
SAMEA5145561	Marine Environment
SAMEA5145559	Marine Environment
SAMEA5145558	Marine Environment
SAMEA5145557	Marine Environment
SAMEA5145556	Marine Environment
SAMEA5145555	Marine Environment
SAMEA5145553	Marine Environment
SAMEA5145552	Marine Environment
SAMEA5145551	Marine Environment
SAMEA5145550	Marine Environment
SAMEA5145549	Marine Environment
SAMEA5145548	Marine Environment
SAMEA5145545	Marine Environment
SAMEA5145544	Marine Environment
SAMEA5145543	Marine Environment
SAMEA5145542	Marine Environment
SAMEA5145541	Marine Environment
SAMEA4708300	Plant-Associated
SAMEA4708299	Plant-Associated
SAMEA4708298	Plant-Associated
SAMEA4708297	Plant-Associated
SAMEA4708296	Plant-Associated
SAMEA4708295	Plant-Associated
SAMEA4708294	Plant-Associated
SAMEA4708293	Plant-Associated
SAMEA4708292	Plant-Associated
SAMEA4708291	Plant-Associated
SAMEA4708290	Plant-Associated
SAMEA4708289	Plant-Associated
SAMEA4708288	Plant-Associated
SAMEA4708287	Plant-Associated
SAMEA4708286	Plant-Associated
SAMEA4708285	Plant-Associated
SAMEA4708284	Plant-Associated
SAMEA4708283	Plant-Associated
SAMEA4708282	Plant-Associated
SAMEA4708281	Plant-Associated
SAMEA4708280	Plant-Associated
SAMEA4708279	Plant-Associated
SAMEA4708278	Plant-Associated
SAMEA4708277	Plant-Associated
SAMEA4708276	Plant-Associated
SAMEA4708275	Plant-Associated
SAMEA4708274	Plant-Associated
SAMEA4708273	Plant-Associated
SAMEA4708272	Plant-Associated
SAMEA4708271	Plant-Associated
SAMEA4708270	Plant-Associated
SAMEA4708269	Plant-Associated
SAMEA4708268	Plant-Associated
SAMEA4708267	Plant-Associated
SAMEA4708266	Plant-Associated
SAMEA4708265	Plant-Associated
SAMN39826774	Plant-Associated
SAMN39826773	Rhizosphere
SAMN39826772	Plant-Associated
SAMN39826771	Rhizosphere
SAMN39826770	Plant-Associated
SAMN39826769	Rhizosphere
SAMN39826768	Plant-Associated
SAMN39826767	Rhizosphere
SAMN39826766	Plant-Associated
SAMN39826765	Rhizosphere
SAMN39826764	Plant-Associated
SAMN39826763	Rhizosphere
SAMN39826762	Plant-Associated
SAMN39826761	Rhizosphere
SAMN39826760	Plant-Associated
SAMN39826759	Rhizosphere
SAMN39826758	Plant-Associated
SAMN39826757	Rhizosphere
SAMN39826756	Plant-Associated
SAMN39826755	Rhizosphere
SAMN39826754	Plant-Associated
SAMN39826753	Rhizosphere
SAMN39826752	Plant-Associated
SAMN39826751	Rhizosphere
SAMN39826750	Plant-Associated
SAMN39826749	Rhizosphere
SAMN39826748	Plant-Associated
SAMN39826747	Rhizosphere
SAMN39826746	Plant-Associated
SAMN39826745	Rhizosphere
SAMN39826744	Plant-Associated
SAMN39826743	Rhizosphere
SAMN39826742	Plant-Associated
SAMN39826741	Rhizosphere
SAMN39826740	Plant-Associated
SAMN39826739	Rhizosphere
SAMN39826738	Plant-Associated
SAMN39826737	Rhizosphere
SAMN39826736	Plant-Associated
SAMN39826735	Rhizosphere
SAMN39826734	Plant-Associated
SAMN39826733	Rhizosphere
SAMN39826732	Plant-Associated
SAMN39826731	Rhizosphere
SAMN39826730	Plant-Associated
SAMN39826729	Rhizosphere
SAMN39826728	Plant-Associated
SAMN39826727	Rhizosphere
SAMN39826726	Plant-Associated
SAMN39826725	Rhizosphere
SAMN39826724	Plant-Associated
SAMN39826723	Rhizosphere
SAMN39826722	Plant-Associated
SAMN39826721	Rhizosphere
SAMN39826720	Plant-Associated
SAMN39826719	Rhizosphere
SAMN39826718	Plant-Associated
SAMN39826717	Rhizosphere
SAMN39826716	Plant-Associated
SAMN39826715	Rhizosphere
SAMN39826714	Plant-Associated
SAMN39826713	Rhizosphere
SAMN39826712	Plant-Associated
SAMN39826711	Rhizosphere
SAMN39826710	Plant-Associated
SAMN39826709	Rhizosphere
SAMN39826708	Plant-Associated
SAMN39826707	Rhizosphere
SAMN39826706	Plant-Associated
SAMN39826705	Rhizosphere
SAMN39826704	Plant-Associated
SAMN39826703	Rhizosphere
SAMN39826702	Plant-Associated
SAMN39826701	Rhizosphere
SAMN39826700	Plant-Associated
SAMN39826699	Rhizosphere
SAMN39826698	Plant-Associated
SAMN39826697	Rhizosphere
SAMN39826696	Plant-Associated
SAMN39826695	Rhizosphere
SAMN39826694	Plant-Associated
SAMN39826693	Rhizosphere
SAMN39826692	Plant-Associated
SAMN39826691	Rhizosphere
SAMN39826690	Soil
SAMN39826689	Rhizosphere
SAMN39826688	Soil
SAMN39826687	Rhizosphere
SAMN39826686	Soil
SAMN39826685	Rhizosphere
SAMN39826684	Soil
SAMN39826683	Rhizosphere
SAMN39826682	Soil
SAMN39826681	Rhizosphere
SAMN39826680	Soil
SAMN39826679	Rhizosphere
SAMN39826678	Soil
SAMN39826677	Rhizosphere
SAMN39826676	Soil
SAMN39826675	Rhizosphere
SAMN39826674	Soil
SAMN39826673	Rhizosphere
SAMN39826672	Soil
SAMN39826671	Rhizosphere
SAMN39826670	Soil
SAMN39826669	Rhizosphere
SAMN39826668	Soil
SAMN39826667	Rhizosphere
SAMN39826666	Soil
SAMN39826665	Rhizosphere
SAMN39826664	Soil
SAMN39826663	Rhizosphere
SAMN39826662	Soil
SAMN39826661	Rhizosphere
SAMN39826660	Soil
SAMN39826659	Rhizosphere
SAMN39826658	Soil
SAMN39826657	Rhizosphere
SAMN39826656	Soil
SAMN39826655	Rhizosphere
SAMN39826654	Soil
SAMN39826653	Rhizosphere
SAMN39826652	Soil
SAMN39826651	Rhizosphere
SAMN39826650	Soil
SAMN39826649	Rhizosphere
SAMN39826648	Rhizosphere
SAMN39826647	Soil
SAMN39826646	Rhizosphere
SAMN39826645	Soil
SAMN39826644	Rhizosphere
SAMN39826643	Soil
SAMN39826642	Soil
SAMN39826641	Rhizosphere
SAMN39826640	Soil
SAMN39826639	Rhizosphere
SAMN39826638	Soil
SAMN39826637	Rhizosphere
SAMN39826636	Soil
SAMN39826635	Rhizosphere
SAMN39826634	Soil
SAMN39826633	Rhizosphere
